id,Dia,Mes,Ano,Estado,Comunidad,Sitio,Latitud,Longitud,Habitat,Zona,TipoProteccion,ANP,BuzoMonitor,HoraInicial,HoraFinal,ProfundidadInicial,ProfundidadFinal,Temperatura,Visibilidad,Corriente,Transecto,Genero,Especie,GeneroEspecie,Abundancia,RC
17 8 2014 Picacho 1,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Phillip Erickson,ND,ND,11.3,12.4,NA,4.5,NA,1,Megastraea,undosa,Megastraea undosa,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 1,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Phillip Erickson,ND,ND,11.3,12.4,NA,4.5,NA,1,Loxorhynchus,grandis,Loxorhynchus grandis,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 1,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Phillip Erickson,ND,ND,11.3,12.4,NA,4.5,NA,1,Megathura,crenulata,Megathura crenulata,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 1,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Phillip Erickson,ND,ND,11.3,12.4,NA,4.5,NA,1,Mesocentrotus,franciscanus,Mesocentrotus franciscanus,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 1,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Phillip Erickson,ND,ND,11.3,12.4,NA,4.5,NA,1,Muricea,californica,Muricea californica,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 1,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Phillip Erickson,ND,ND,11.3,12.4,NA,4.5,NA,1,Muricea,californica,Muricea californica,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 1,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Phillip Erickson,ND,ND,11.3,12.4,NA,4.5,NA,1,Octopus,spp,Octopus spp,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 1,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Phillip Erickson,ND,ND,11.3,12.4,NA,4.5,NA,1,Panulirus,interruptus,Panulirus interruptus,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 1,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Phillip Erickson,ND,ND,11.3,12.4,NA,4.5,NA,1,Parastichopus,parvimensis,Parastichopus parvimensis,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 1,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Phillip Erickson,ND,ND,11.3,12.4,NA,4.5,NA,1,Patiria,miniata,Patiria miniata,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 1,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Phillip Erickson,ND,ND,11.3,12.4,NA,4.5,NA,1,Pisaster,giganteus,Pisaster giganteus,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 1,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Phillip Erickson,ND,ND,11.3,12.4,NA,4.5,NA,1,Pycnopodia,heliantoides,Pycnopodia heliantoides,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 1,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Phillip Erickson,ND,ND,11.3,12.4,NA,4.5,NA,1,Strongylocentrotus,purpuratus,Strongylocentrotus purpuratus,50,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Aplysia,spp,Aplysia spp,0,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Cancer,spp,Cancer spp,0,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Centrostephanus,coronatus,Centrostephanus coronatus,1,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Crassedoma,giganteum,Crassedoma giganteum,1,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Cypraea,spp,Cypraea spp,0,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Haliotis,assimilis,Haliotis assimilis,0,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Haliotis,corrugata,Haliotis corrugata,0,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Haliotis,fulgens,Haliotis fulgens,0,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Haliotis,rufescens,Haliotis rufescens,0,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Haliotis,sorenseni,Haliotis sorenseni,0,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Kelletia,kelletii,Kelletia kelletii,0,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Leptogorgia,chilensis,Leptogorgia chilensis,0,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Megastraea,turbanica,Megastraea turbanica,0,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Megastraea,undosa,Megastraea undosa,0,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Loxorhynchus,grandis,Loxorhynchus grandis,0,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Megathura,crenulata,Megathura crenulata,0,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Mesocentrotus,franciscanus,Mesocentrotus franciscanus,18,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Muricea,californica,Muricea californica,0,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Muricea,californica,Muricea californica,0,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Octopus,spp,Octopus spp,0,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Panulirus,interruptus,Panulirus interruptus,0,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Parastichopus,parvimensis,Parastichopus parvimensis,1,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Patiria,miniata,Patiria miniata,19,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Pisaster,giganteus,Pisaster giganteus,1,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Pycnopodia,heliantoides,Pycnopodia heliantoides,0,Caracolera - PiedraVidal / Picacho
18 8 2014 Picacho 2,18,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Miguel Bracamontes,16,23,18.6,18.3,15.6,7,NA,2,Strongylocentrotus,purpuratus,Strongylocentrotus purpuratus,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Aplysia,spp,Aplysia spp,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Cancer,spp,Cancer spp,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Centrostephanus,coronatus,Centrostephanus coronatus,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Crassedoma,giganteum,Crassedoma giganteum,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Cypraea,spp,Cypraea spp,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Haliotis,assimilis,Haliotis assimilis,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Haliotis,corrugata,Haliotis corrugata,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Haliotis,fulgens,Haliotis fulgens,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Haliotis,rufescens,Haliotis rufescens,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Haliotis,sorenseni,Haliotis sorenseni,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Kelletia,kelletii,Kelletia kelletii,1,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Leptogorgia,chilensis,Leptogorgia chilensis,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Megastraea,turbanica,Megastraea turbanica,3,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Megastraea,undosa,Megastraea undosa,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Loxorhynchus,grandis,Loxorhynchus grandis,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Megathura,crenulata,Megathura crenulata,4,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Mesocentrotus,franciscanus,Mesocentrotus franciscanus,20,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Muricea,californica,Muricea californica,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Muricea,californica,Muricea californica,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Octopus,spp,Octopus spp,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Panulirus,interruptus,Panulirus interruptus,8,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Parastichopus,parvimensis,Parastichopus parvimensis,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Patiria,miniata,Patiria miniata,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Pisaster,giganteus,Pisaster giganteus,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Pycnopodia,heliantoides,Pycnopodia heliantoides,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 3,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89151,-115.7743,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,15:09,15:12,12.2,11,15.6,6,NA,3,Strongylocentrotus,purpuratus,Strongylocentrotus purpuratus,50,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Aplysia,spp,Aplysia spp,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Cancer,spp,Cancer spp,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Centrostephanus,coronatus,Centrostephanus coronatus,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Crassedoma,giganteum,Crassedoma giganteum,5,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Cypraea,spp,Cypraea spp,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Haliotis,assimilis,Haliotis assimilis,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Haliotis,corrugata,Haliotis corrugata,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Haliotis,fulgens,Haliotis fulgens,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Haliotis,rufescens,Haliotis rufescens,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Haliotis,sorenseni,Haliotis sorenseni,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Kelletia,kelletii,Kelletia kelletii,3,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Leptogorgia,chilensis,Leptogorgia chilensis,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Megastraea,turbanica,Megastraea turbanica,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Megastraea,undosa,Megastraea undosa,1,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Loxorhynchus,grandis,Loxorhynchus grandis,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Megathura,crenulata,Megathura crenulata,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Mesocentrotus,franciscanus,Mesocentrotus franciscanus,28,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Muricea,californica,Muricea californica,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Muricea,californica,Muricea californica,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Octopus,spp,Octopus spp,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Panulirus,interruptus,Panulirus interruptus,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Parastichopus,parvimensis,Parastichopus parvimensis,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Patiria,miniata,Patiria miniata,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Pisaster,giganteus,Pisaster giganteus,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Pycnopodia,heliantoides,Pycnopodia heliantoides,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 4,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89056,-115.7844,Bosque de kelp,Control,Ninguna,NA,Jhonatan Espinoza,10,20,18.6,18.6,15.6,6,NA,4,Strongylocentrotus,purpuratus,Strongylocentrotus purpuratus,0,Caracolera - PiedraVidal / Picacho
17 8 2014 Picacho 5,17,8,2014,Baja California Sur,El Rosario,Picacho,29.89084,-115.7738,Bosque de kelp,Control,Ninguna,NA,Juan Jose Gomez,6,12,7.9,NA,17.2,6,NA,5,Aplysia,spp,Aplysia spp,0,Caracolera - PiedraVidal / Picacho
