"id","Dia","Mes","Ano","Estado","Comunidad","Sitio","Latitud","Longitud","Habitat","Zona","TipoProteccion","ANP","BuzoMonitor","HoraInicial","HoraFinal","ProfundidadInicial","ProfundidadFinal","Temperatura","Visibilidad","Corriente","Transecto","Genero","Especie","GeneroEspecie","Sexo","Talla","ClaseTalla","Abundancia","RC"
"11 11 2014 Punta Blanca 2",11,11,2014,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65512,-112.176,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Rauœl Romero","13:03","13:08",7.1,7.4,25,8,NA,2,"Hypsypops","rubicundus","Hypsypops rubicundus","A",15,"11a20",1,"Punta Arenas - Punta Focas"
"11 11 2014 Punta Blanca 2",11,11,2014,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65512,-112.176,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Rauœl Romero","13:03","13:08",7.1,7.4,25,8,NA,2,"Hypsypops","rubicundus","Hypsypops rubicundus","A",20,"11a20",1,"Punta Arenas - Punta Focas"
"11 11 2014 Punta Blanca 3",11,11,2014,"Baja California Sur","Puerto Mateo","Punta Arenas",24.6523,-112.1763,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Ulises Gomez","12:39","12:45",7.1,6.1,25,8,NA,3,"Hypsypops","rubicundus","Hypsypops rubicundus",NA,20,"11a20",2,"Punta Arenas - Punta Focas"
"11 11 2014 Punta Blanca 4",11,11,2014,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65512,-112.176,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Ulises Gomez","01:48","01:56",7.6,7,25,8,NA,4,"Calamus","brachysomus","Calamus brachysomus",NA,20,"11a20",2,"Punta Arenas - Punta Focas"
"11 11 2014 Punta Blanca 4",11,11,2014,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65512,-112.176,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Ulises Gomez","01:48","01:56",7.6,7,25,8,NA,4,"Calamus","brachysomus","Calamus brachysomus",NA,30,"20a30",1,"Punta Arenas - Punta Focas"
"11 11 2015 El Aboyadero 1",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Dan Abbott","11:39","11:52",19,19,26,9,NA,1,"Calamus","brachysomus","Calamus brachysomus",NA,22,"20a30",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 1",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Dan Abbott","11:39","11:52",19,19,26,9,NA,1,"Chaetodon","humeralis","Chaetodon humeralis",NA,15,"11a20",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 1",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Dan Abbott","11:39","11:52",19,19,26,9,NA,1,"Hypsypops","rubicundus","Hypsypops rubicundus","A",22,"20a30",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 1",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Dan Abbott","11:39","11:52",19,19,26,9,NA,1,"Hypsypops","rubicundus","Hypsypops rubicundus","A",23,"20a30",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 10",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Anna Neumann","12:02","12:07",18.8,17.6,26,9,NA,10,"Chaetodon","humeralis","Chaetodon humeralis",NA,12,"11a20",3,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 10",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Anna Neumann","12:02","12:07",18.8,17.6,26,9,NA,10,"Chromis","atrilobata","Chromis atrilobata",NA,5,"0a5",12,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 10",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Anna Neumann","12:02","12:07",18.8,17.6,26,9,NA,10,"Semicossyphus","pulcher","Semicossyphus pulcher","H",42,">40",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 11",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Dan Abbott","09:40","09:45",13,14,26,5,NA,11,"Calamus","brachysomus","Calamus brachysomus",NA,25,"20a30",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 11",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Dan Abbott","09:40","09:45",13,14,26,5,NA,11,"Calamus","brachysomus","Calamus brachysomus",NA,26,"20a30",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 11",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Dan Abbott","09:40","09:45",13,14,26,5,NA,11,"Calamus","brachysomus","Calamus brachysomus",NA,27,"20a30",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 12",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Dan Abbott","10:05","10:10",12,13,26,5,NA,12,"Chromis","atrilobata","Chromis atrilobata",NA,7.5,"6a10",62,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 12",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Dan Abbott","10:05","10:10",12,13,26,5,NA,12,"Hypsypops","rubicundus","Hypsypops rubicundus","A",26,"20a30",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 13",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Anna Neumann","10:50","10:55",10.9,11.2,26,5,NA,13,"Calamus","brachysomus","Calamus brachysomus",NA,32,"30a40",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 14",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Anna Neumann","10:23","10:27",10.6,11.2,26,5,NA,14,"Holocanthus","passer","Holocanthus passer","A",42,">40",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 15",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Colin Gaylord","11:26","11:35",11.1,10,26,5,NA,15,"Zanclus","cornutus","Zanclus cornutus",NA,9,"6a10",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 15",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Colin Gaylord","11:29","11:35",11.1,10,26,5,NA,15,"Chromis","atrilobata","Chromis atrilobata",NA,5,"0a5",35,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 15",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Colin Gaylord","11:29","11:35",11.1,10,26,5,NA,15,"Holocanthus","passer","Holocanthus passer","A",22,"20a30",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 15",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Colin Gaylord","11:29","11:35",11.1,10,26,5,NA,15,"Holocanthus","passer","Holocanthus passer","A",24,"20a30",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 15",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Colin Gaylord","11:29","11:35",11.1,10,26,5,NA,15,"Holocanthus","passer","Holocanthus passer","A",26,"20a30",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 16",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Colin Gaylord","11:46","11:51",10.2,11.6,26,5,NA,16,"Hypsypops","rubicundus","Hypsypops rubicundus","A",26,"20a30",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 17",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Colin Gaylord","12:01","12:06",10.2,11.6,26,5,NA,17,"Calamus","brachysomus","Calamus brachysomus",NA,17,"11a20",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 17",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Colin Gaylord","12:01","12:06",10.2,11.6,26,5,NA,17,"Calamus","brachysomus","Calamus brachysomus",NA,18,"11a20",2,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 17",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Colin Gaylord","12:01","12:06",10.2,11.6,26,5,NA,17,"Calamus","brachysomus","Calamus brachysomus",NA,21,"20a30",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 17",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Colin Gaylord","12:01","12:06",10.2,11.6,26,5,NA,17,"Chromis","atrilobata","Chromis atrilobata",NA,5.5,"6a10",70,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 17",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Colin Gaylord","12:01","12:06",10.2,11.6,26,5,NA,17,"Hypsypops","rubicundus","Hypsypops rubicundus","A",24,"20a30",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 18",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Colin Gaylord","09:39","09:42",11.1,10.5,26,5,NA,18,"Calamus","brachysomus","Calamus brachysomus",NA,19,"11a20",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 18",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Colin Gaylord","09:39","09:42",11.1,10.5,26,5,NA,18,"Calamus","brachysomus","Calamus brachysomus",NA,21,"20a30",2,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 18",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Colin Gaylord","09:39","09:42",11.1,10.5,26,5,NA,18,"Chromis","atrilobata","Chromis atrilobata",NA,6,"6a10",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 19",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Colin Gaylord","09:54","09:59",12,11.3,26,5,NA,19,"Calamus","brachysomus","Calamus brachysomus",NA,20,"11a20",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 19",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.567389,-112.105344,"Arrecife rocoso","Control","Ninguna",NA,"Colin Gaylord","09:54","09:59",12,11.3,26,5,NA,19,"Calamus","brachysomus","Calamus brachysomus",NA,22,"20a30",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 2",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Dan Abbott","11:53","11:57",20,19,26,9,NA,2,"Calamus","brachysomus","Calamus brachysomus",NA,22,"20a30",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 3",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Anna Neumann","01:59","02:03",13.6,14.8,26,9,NA,3,"Holocanthus","passer","Holocanthus passer","A",38,"30a40",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 3",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Anna Neumann","01:59","02:03",13.6,14.8,26,9,NA,3,"Hypsypops","rubicundus","Hypsypops rubicundus","A",22,"20a30",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 3",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Anna Neumann","01:59","02:03",13.6,14.8,26,9,NA,3,"Hypsypops","rubicundus","Hypsypops rubicundus","A",30,"20a30",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 3",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Anna Neumann","01:59","02:03",13.6,14.8,26,9,NA,3,"Johnrandallia","nigrirostris","Johnrandallia nigrirostris",NA,13.5,"11a20",12,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 3",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Anna Neumann","01:59","02:03",13.6,14.8,26,9,NA,3,"Zanclus","cornutus","Zanclus cornutus",NA,8,"6a10",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 4",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Anna Neumann","14:09","14:14",13,13.3,26,9,NA,4,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,0,"0a5",0,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 5",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Dan Abbott","01:47","01:53",18,17,26,9,NA,5,"Epinephelus","analogus","Epinephelus analogus",NA,70,">40",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 5",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Dan Abbott","01:47","01:53",18,17,26,9,NA,5,"Hypsypops","rubicundus","Hypsypops rubicundus","A",17,"11a20",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 5",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Dan Abbott","01:47","01:53",18,17,26,9,NA,5,"Hypsypops","rubicundus","Hypsypops rubicundus","A",23,"20a30",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 6",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Dan Abbott","02:00","02:05",17,NA,26,9,NA,6,"Chaetodon","humeralis","Chaetodon humeralis",NA,15,"11a20",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 6",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Dan Abbott","02:00","02:05",17,NA,26,9,NA,6,"Chaetodon","humeralis","Chaetodon humeralis",NA,18,"11a20",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 6",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Dan Abbott","02:00","02:05",17,NA,26,9,NA,6,"Hypsypops","rubicundus","Hypsypops rubicundus","A",22,"20a30",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 6",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Dan Abbott","02:00","02:05",17,NA,26,9,NA,6,"Semicossyphus","pulcher","Semicossyphus pulcher","M",33,"30a40",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 7",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Colin Gaylord","01:41","01:46",15.2,16.3,26,9,NA,7,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,52,">40",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 8",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Colin Gaylord","13:58","14:03",15.3,14.7,26,9,NA,8,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,0,"0a5",0,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 9",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Anna Neumann","11:52","11:56",17,19.1,26,9,NA,9,"Calamus","brachysomus","Calamus brachysomus",NA,20,"11a20",1,"Gran Reserva - Piedra Patos"
"11 11 2015 El Aboyadero 9",11,11,2015,"Baja California Sur","Puerto Mateo","Piedra Patos",24.573541,-112.109026,"Arrecife rocoso","Control","Ninguna",NA,"Anna Neumann","11:52","11:56",17,19.1,26,9,NA,9,"Calamus","brachysomus","Calamus brachysomus",NA,30,"20a30",1,"Gran Reserva - Piedra Patos"
"11 8 2014 Punta Baja 11",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47279,-115.4137,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Prudencio Quinones","11:07","11:12",16.6,16.6,16,4,NA,11,"Embiotoca","jacksoni","Embiotoca jacksoni",NA,18,"11a20",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 11",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47279,-115.4137,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Prudencio Quinones","11:07","11:12",16.6,16.6,16,4,NA,11,"Sebastes","auriculatus","Sebastes auriculatus",NA,27,"20a30",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 11",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47279,-115.4137,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Prudencio Quinones","11:07","11:12",16.6,16.6,16,4,NA,11,"Sebastes","auriculatus","Sebastes auriculatus",NA,40,"30a40",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 11",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47279,-115.4137,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Prudencio Quinones","11:07","11:12",16.6,16.6,16,4,NA,11,"Sebastes","auriculatus","Sebastes auriculatus",NA,50,">40",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 11",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47279,-115.4137,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Prudencio Quinones","11:07","11:12",16.6,16.6,16,4,NA,11,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,30,"20a30",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 11",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47279,-115.4137,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Prudencio Quinones","11:07","11:12",16.6,16.6,16,4,NA,11,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,42,">40",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 12",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.96696,-115.8197,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Nieves Quinones","10:02","10:07",20,20,16,6,NA,12,"Sebastes","carnatus","Sebastes carnatus",NA,33,"30a40",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 13",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47234,-115.4138,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Nieves Quinones","11:02","11:07",15.7,14.8,16,6,NA,13,"Paralabrax","clathratus","Paralabrax clathratus",NA,38,"30a40",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 13",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47234,-115.4138,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Nieves Quinones","11:02","11:07",15.7,14.8,16,6,NA,13,"Paralabrax","clathratus","Paralabrax clathratus",NA,45,">40",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 13",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47234,-115.4138,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Nieves Quinones","11:02","11:07",15.7,14.8,16,6,NA,13,"Sebastes","auriculatus","Sebastes auriculatus",NA,38,"30a40",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 13",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47234,-115.4138,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Nieves Quinones","11:02","11:07",15.7,14.8,16,6,NA,13,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,43,">40",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 14",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.96964,-115.8197,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Juan Martinez","10:01","10:04",20.6,20,15,5,NA,14,"Paralabrax","clathratus","Paralabrax clathratus",NA,20,"11a20",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 14",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.96964,-115.8197,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Juan Martinez","10:01","10:04",20.6,20,15,5,NA,14,"Sebastes","auriculatus","Sebastes auriculatus",NA,15,"11a20",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 15",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47234,-115.4138,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Juan Martinez","11:01","11:04",16.3,16.3,15,5,NA,15,"Oxyjulis","californica","Oxyjulis californica",NA,13,"11a20",3,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 15",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47234,-115.4138,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Juan Martinez","11:01","11:04",16.3,16.3,15,5,NA,15,"Paralabrax","clathratus","Paralabrax clathratus",NA,20,"11a20",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 16",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47275,-115.4137,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Jhonatan Castro","10:03","10:09",21,20.3,14,5,NA,16,"Halichoeres","semicinctus","Halichoeres semicinctus","ND",16,"11a20",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 16",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47275,-115.4137,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Jhonatan Castro","10:03","10:09",21,20.3,14,5,NA,16,"Paralabrax","clathratus","Paralabrax clathratus",NA,36,"30a40",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 16",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47275,-115.4137,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Jhonatan Castro","10:03","10:09",21,20.3,14,5,NA,16,"Sebastes","auriculatus","Sebastes auriculatus",NA,26,"20a30",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 17",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47,-115.4138,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Jhonatan Castro","11:03","11:09",15.3,16.5,14,5,NA,17,"Embiotoca","jacksoni","Embiotoca jacksoni",NA,16,"11a20",4,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 17",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47,-115.4138,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Jhonatan Castro","11:03","11:09",15.3,16.5,14,5,NA,17,"Embiotoca","jacksoni","Embiotoca jacksoni",NA,22,"20a30",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 17",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47,-115.4138,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Jhonatan Castro","11:03","11:09",15.3,16.5,14,5,NA,17,"Oxyjulis","californica","Oxyjulis californica",NA,12,"11a20",2,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 17",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47,-115.4138,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Jhonatan Castro","11:03","11:09",15.3,16.5,14,5,NA,17,"Oxyjulis","californica","Oxyjulis californica",NA,16,"11a20",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 17",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47,-115.4138,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Jhonatan Castro","11:03","11:09",15.3,16.5,14,5,NA,17,"Paralabrax","clathratus","Paralabrax clathratus",NA,20,"11a20",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 17",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47,-115.4138,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Jhonatan Castro","11:03","11:09",15.3,16.5,14,5,NA,17,"Paralabrax","clathratus","Paralabrax clathratus",NA,42,">40",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 17",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47,-115.4138,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Jhonatan Castro","11:03","11:09",15.3,16.5,14,5,NA,17,"Sebastes","auriculatus","Sebastes auriculatus",NA,23,"20a30",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 17",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47,-115.4138,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Jhonatan Castro","11:03","11:09",15.3,16.5,14,5,NA,17,"Sebastes","auriculatus","Sebastes auriculatus",NA,33,"30a40",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 17",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47,-115.4138,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Jhonatan Castro","11:03","11:09",15.3,16.5,14,5,NA,17,"Sebastes","auriculatus","Sebastes auriculatus",NA,36,"30a40",1,"La Rampa - La Rampita"
"11 8 2014 Punta Baja 17",11,8,2014,"Baja California","Punta Rompiente","La Rampa",29.47,-115.4138,"Bosque de kelp","Reserva","Reserva comunitaria",NA,"Jhonatan Castro","11:03","11:09",15.3,16.5,14,5,NA,17,"Sebastes","carnatus","Sebastes carnatus",NA,24,"20a30",1,"La Rampa - La Rampita"
