id,Dia,Mes,Ano,Estado,Comunidad,Sitio,Latitud,Longitud,Habitat,Zona,TipoProteccion,ANP,BuzoMonitor,HoraInicial,HoraFinal,ProfundidadInicial,ProfundidadFinal,Temperatura,Visibilidad,Corriente,Transecto,Genero,Especie,GeneroEspecie,Sexo,Talla,ClaseTalla,Abundancia,RC
12 8 2013 Punta Baja 1,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,3,8,24,25,-0.261678663,6,NA,1,Squatina,californica,Squatina californica,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 1,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,3,8,24,25,0.429574662,6,NA,1,Stereolepis,gigas,Stereolepis gigas,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,-1.556748695,0.470056752,NA,2,Anisotremus,davidsonii,Anisotremus davidsonii,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,0.243188145,0.775685371,NA,2,Caulolatilus,princeps,Caulolatilus princeps,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,2.961114482,-0.010787745,NA,2,Chromis,punctipinnis,Chromis punctipinnis,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,1.448061705,-0.702245226,NA,2,Embiotoca,jacksoni,Embiotoca jacksoni,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,0.711525836,-0.855199674,NA,2,Girella,nigricans,Girella nigricans,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,0.719497452,0.487929634,NA,2,Halichoeres,semicinctus,Halichoeres semicinctus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,0.810199312,1.947229401,NA,2,Heterodontus,francisci,Heterodontus francisci,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,-0.61967489,1.075509455,NA,2,Hypsypops,rubicundus,Hypsypops rubicundus,NA,21,20a30,1,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,0.392004796,1.484805425,NA,2,Medialuna,californiensis,Medialuna californiensis,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,1.343959049,0.123761301,NA,2,Mycteroperca,spp,Mycteroperca spp,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,0.276115138,0.18833573,NA,2,Ophiodon,elongatus,Ophiodon elongatus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,-0.170880787,1.158585875,NA,2,Oxyjulis,californica,Oxyjulis californica,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,-0.882693655,0.717467723,NA,2,Paralabrax,clathratus,Paralabrax clathratus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,-0.305500771,-0.497505294,NA,2,Paralabrax,nebulifer,Paralabrax nebulifer,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,0.183804144,-0.078791361,NA,2,Rhacochilus,vacca,Rhacochilus vacca,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,-0.705066159,-0.672693616,NA,2,Scorpaenichthys,marmoratus,Scorpaenichthys marmoratus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,-0.927548896,0.514285081,NA,2,Sebastes,atrovirens,Sebastes atrovirens,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,0.452439482,0.170169636,NA,2,Sebastes,auriculatus,Sebastes auriculatus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,-0.247819557,-1.504994635,NA,2,Sebastes,carnatus,Sebastes carnatus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,0.996487602,1.773257084,NA,2,Sebastes,caurinus,Sebastes caurinus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,0.402120072,-0.715206804,NA,2,Sebastes,chrysomelas,Sebastes chrysomelas,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,-0.777769691,0.41859439,NA,2,Sebastes,flavidus,Sebastes flavidus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,0.495812896,0.997087906,NA,2,Sebastes,rastrelliger,Sebastes rastrelliger,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,-0.059763392,-1.495114218,NA,2,Sebastes,rufus,Sebastes rufus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,-0.675276261,-0.399368712,NA,2,Sebastes,serranoides,Sebastes serranoides,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,0.444250766,-1.306415328,NA,2,Semicossyphus,pulcher,Semicossyphus pulcher,NA,26,20a30,1,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,1.263769901,0.608085134,NA,2,Squatina,californica,Squatina californica,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,2,ND,24,NA,1.296071342,2.300725643,NA,2,Stereolepis,gigas,Stereolepis gigas,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Anisotremus,davidsonii,Anisotremus davidsonii,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Caulolatilus,princeps,Caulolatilus princeps,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Chromis,punctipinnis,Chromis punctipinnis,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Embiotoca,jacksoni,Embiotoca jacksoni,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Girella,nigricans,Girella nigricans,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Halichoeres,semicinctus,Halichoeres semicinctus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Heterodontus,francisci,Heterodontus francisci,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Hypsypops,rubicundus,Hypsypops rubicundus,NA,25,20a30,1,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Medialuna,californiensis,Medialuna californiensis,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Mycteroperca,spp,Mycteroperca spp,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Ophiodon,elongatus,Ophiodon elongatus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Oxyjulis,californica,Oxyjulis californica,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Paralabrax,clathratus,Paralabrax clathratus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Paralabrax,nebulifer,Paralabrax nebulifer,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Rhacochilus,vacca,Rhacochilus vacca,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Scorpaenichthys,marmoratus,Scorpaenichthys marmoratus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Sebastes,atrovirens,Sebastes atrovirens,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Sebastes,auriculatus,Sebastes auriculatus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Sebastes,carnatus,Sebastes carnatus,NA,25,20a30,1,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Sebastes,caurinus,Sebastes caurinus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Sebastes,chrysomelas,Sebastes chrysomelas,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Sebastes,flavidus,Sebastes flavidus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Sebastes,rastrelliger,Sebastes rastrelliger,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Sebastes,rufus,Sebastes rufus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Sebastes,serranoides,Sebastes serranoides,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Semicossyphus,pulcher,Semicossyphus pulcher,NA,35,30a40,1,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Squatina,californica,Squatina californica,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,11:33,11:38,9.3,8.8,11,4,NA,3,Stereolepis,gigas,Stereolepis gigas,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,0.159019857,NA,4,Anisotremus,davidsonii,Anisotremus davidsonii,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,0.489652359,NA,4,Caulolatilus,princeps,Caulolatilus princeps,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,0.382729636,NA,4,Chromis,punctipinnis,Chromis punctipinnis,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,-0.343257784,NA,4,Embiotoca,jacksoni,Embiotoca jacksoni,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,1.34741627,NA,4,Girella,nigricans,Girella nigricans,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,-1.350697465,NA,4,Halichoeres,semicinctus,Halichoeres semicinctus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,-1.404129674,NA,4,Heterodontus,francisci,Heterodontus francisci,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,-0.747790325,NA,4,Hypsypops,rubicundus,Hypsypops rubicundus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,0.526587047,NA,4,Medialuna,californiensis,Medialuna californiensis,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,-1.358665898,NA,4,Mycteroperca,spp,Mycteroperca spp,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,-1.041233626,NA,4,Ophiodon,elongatus,Ophiodon elongatus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,0.81352556,NA,4,Oxyjulis,californica,Oxyjulis californica,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,0.42207751,NA,4,Paralabrax,clathratus,Paralabrax clathratus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,-0.370556805,NA,4,Paralabrax,nebulifer,Paralabrax nebulifer,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,-0.429987297,NA,4,Rhacochilus,vacca,Rhacochilus vacca,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,0.504412008,NA,4,Scorpaenichthys,marmoratus,Scorpaenichthys marmoratus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,0.040631214,NA,4,Sebastes,atrovirens,Sebastes atrovirens,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,0.797173857,NA,4,Sebastes,auriculatus,Sebastes auriculatus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,0.4646769,NA,4,Sebastes,carnatus,Sebastes carnatus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,1.36752012,NA,4,Sebastes,caurinus,Sebastes caurinus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,0.221629552,NA,4,Sebastes,chrysomelas,Sebastes chrysomelas,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,0.135879067,NA,4,Sebastes,flavidus,Sebastes flavidus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,1.738355348,NA,4,Sebastes,rastrelliger,Sebastes rastrelliger,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,1.626272781,NA,4,Sebastes,rufus,Sebastes rufus,NA,NA,NA,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94972,-115.8157,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Murillo,12:43,12:48,9.2,6.9,11,0.261485753,NA,4,Sebastes,serranoides,Sebastes serranoides,NA,NA,NA,0,PuntaBaja - Lazaro
