Comunidad,Sitio,RC,Zonificacion,Ano,Transecto,GeneroEspecie,Talla,Abundancia,ProfundidadInicial,Visibilidad,Temperatura
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Embiotoca jacksoni,22,1,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Halichoeres semicinctus,10,1,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Oxyjulis californica,12,1,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Oxyjulis californica,15,2,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Paralabrax clathratus,18,1,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Paralabrax clathratus,20,1,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Paralabrax clathratus,25,1,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Paralabrax clathratus,60,6,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Rhacochilus vacca,20,2,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Sebastes auriculatus,18,2,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Sebastes auriculatus,20,2,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Sebastes auriculatus,22,1,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Sebastes auriculatus,30,1,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Sebastes carnatus,15,3,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Sebastes carnatus,17,1,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Sebastes carnatus,20,1,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Sebastes carnatus,30,1,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Sebastes rastrelliger,18,2,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Sebastes rastrelliger,20,1,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Sebastes serranoides,9,3,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Sebastes serranoides,25,1,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Sebastes serranoides,28,2,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Semicossyphus pulcher,12,1,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Semicossyphus pulcher,15,2,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Semicossyphus pulcher,20,3,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Semicossyphus pulcher,25,3,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Semicossyphus pulcher,28,1,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Semicossyphus pulcher,30,9,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Semicossyphus pulcher,35,3,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Semicossyphus pulcher,38,1,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Semicossyphus pulcher,40,2,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Semicossyphus pulcher,45,1,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Semicossyphus pulcher,50,2,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,Semicossyphus pulcher,60,1,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2015,1,NA,NA,0,18,8,12
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Chromis punctipinnis,5,1,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Chromis punctipinnis,8,17,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Chromis punctipinnis,10,29,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Chromis punctipinnis,11,1,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Chromis punctipinnis,15,43,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Chromis punctipinnis,20,18,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Chromis punctipinnis,25,1,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Chromis punctipinnis,26,1,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Embiotoca jacksoni,15,3,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Embiotoca jacksoni,20,2,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Girella nigricans,20,5,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Girella nigricans,25,4,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Girella nigricans,30,1,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Girella nigricans,35,1,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Halichoeres semicinctus,8,11,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Halichoeres semicinctus,15,7,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Halichoeres semicinctus,18,4,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Halichoeres semicinctus,30,1,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Hypsypops rubicundus,10,1,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Hypsypops rubicundus,15,3,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Hypsypops rubicundus,20,4,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Hypsypops rubicundus,30,2,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Oxyjulis californica,8,2,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Oxyjulis californica,10,10,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Oxyjulis californica,11,3,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Paralabrax clathratus,4,1,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Paralabrax clathratus,5,2,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Paralabrax clathratus,6,1,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Paralabrax clathratus,7,1,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Paralabrax clathratus,8,7,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Paralabrax clathratus,10,9,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Paralabrax clathratus,12,2,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Paralabrax clathratus,15,10,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Paralabrax clathratus,18,3,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Paralabrax clathratus,20,15,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Paralabrax clathratus,25,17,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Paralabrax clathratus,27,2,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Paralabrax clathratus,28,11,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Paralabrax clathratus,30,39,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Paralabrax clathratus,32,1,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Paralabrax clathratus,35,9,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Paralabrax clathratus,40,10,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Paralabrax clathratus,50,5,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Paralabrax clathratus,55,3,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Paralabrax clathratus,60,2,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Sebastes auriculatus,25,1,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Sebastes chrysomelas,30,2,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Sebastes rastrelliger,15,1,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Sebastes rastrelliger,20,1,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Sebastes serranoides,15,1,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Semicossyphus pulcher,15,2,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Semicossyphus pulcher,20,7,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Semicossyphus pulcher,22,3,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Semicossyphus pulcher,25,2,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Semicossyphus pulcher,26,2,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Semicossyphus pulcher,28,3,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Semicossyphus pulcher,30,16,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Semicossyphus pulcher,32,6,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Semicossyphus pulcher,35,6,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Semicossyphus pulcher,40,12,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Semicossyphus pulcher,45,3,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Semicossyphus pulcher,48,1,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Semicossyphus pulcher,50,7,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Semicossyphus pulcher,53,1,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Semicossyphus pulcher,55,1,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Semicossyphus pulcher,60,3,13,7,10
El Rosario,Lazaro,Sportfish-Lazaro,Control,2016,1,Semicossyphus pulcher,70,4,13,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Chromis punctipinnis,4.5,5,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Chromis punctipinnis,5.6,10,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Chromis punctipinnis,6.5,10,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Chromis punctipinnis,7.5,10,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Chromis punctipinnis,8.5,20,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Chromis punctipinnis,9,5,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Chromis punctipinnis,10,26,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Chromis punctipinnis,11,12,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Chromis punctipinnis,11.5,10,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Chromis punctipinnis,12,25,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Chromis punctipinnis,13.5,10,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Chromis punctipinnis,14.5,20,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Chromis punctipinnis,15,45,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Chromis punctipinnis,20,30,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Embiotoca jacksoni,7,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Embiotoca jacksoni,18,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Embiotoca jacksoni,22,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Embiotoca jacksoni,25,3,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Embiotoca jacksoni,28,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Embiotoca jacksoni,30,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Girella nigricans,20,5,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Girella nigricans,25,10,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Girella nigricans,32.5,15,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Halichoeres semicinctus,7,10,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Halichoeres semicinctus,8,25,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Halichoeres semicinctus,10,10,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Halichoeres semicinctus,11,35,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Halichoeres semicinctus,12,10,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Halichoeres semicinctus,12.5,6,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Halichoeres semicinctus,15,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Halichoeres semicinctus,18,15,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Hypsypops rubicundus,18,2,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Hypsypops rubicundus,20,3,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Hypsypops rubicundus,21,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Hypsypops rubicundus,22,2,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Hypsypops rubicundus,25,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Hypsypops rubicundus,26,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Hypsypops rubicundus,28,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Hypsypops rubicundus,30,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Hypsypops rubicundus,35,2,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Oxyjulis californica,7,6,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Oxyjulis californica,9,20,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Oxyjulis californica,10,15,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Oxyjulis californica,11,23,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Oxyjulis californica,15,5,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Oxyjulis californica,20,2,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Paralabrax clathratus,30,2,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Paralabrax clathratus,33,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Paralabrax clathratus,35,3,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Paralabrax clathratus,40,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Rhacochilus vacca,18,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Rhacochilus vacca,20,2,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Rhacochilus vacca,21,2,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Rhacochilus vacca,25,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Sebastes atrovirens,28,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Sebastes auriculatus,20,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Sebastes auriculatus,23,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Sebastes auriculatus,24,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Sebastes auriculatus,25,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Sebastes auriculatus,28,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Sebastes auriculatus,30,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Sebastes rastrelliger,25,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Semicossyphus pulcher,13,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Semicossyphus pulcher,16,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Semicossyphus pulcher,20,3,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Semicossyphus pulcher,21,2,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Semicossyphus pulcher,21.5,3,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Semicossyphus pulcher,23,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Semicossyphus pulcher,24,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Semicossyphus pulcher,25,4,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Semicossyphus pulcher,26,2,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Semicossyphus pulcher,27,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Semicossyphus pulcher,30,4,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Semicossyphus pulcher,33,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Semicossyphus pulcher,35,3,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Semicossyphus pulcher,40,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Semicossyphus pulcher,45,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Semicossyphus pulcher,50,3,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Semicossyphus pulcher,53,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,Semicossyphus pulcher,60,1,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2013,1,NA,NA,0,10,5,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Caulolatilus princeps,40,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Caulolatilus princeps,50,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Chromis punctipinnis,7,11,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Chromis punctipinnis,8,8,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Chromis punctipinnis,9,9,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Chromis punctipinnis,10,45,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Chromis punctipinnis,11,35,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Chromis punctipinnis,12,25,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Chromis punctipinnis,14,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Chromis punctipinnis,15,44,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Chromis punctipinnis,16,25,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Chromis punctipinnis,17,17,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Chromis punctipinnis,18,21,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Chromis punctipinnis,19,11,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Chromis punctipinnis,20,18,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Chromis punctipinnis,25,13,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Embiotoca jacksoni,6,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Embiotoca jacksoni,15,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Embiotoca jacksoni,18,3,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Girella nigricans,10,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Girella nigricans,14,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Girella nigricans,15,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Girella nigricans,16,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Girella nigricans,35,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Halichoeres semicinctus,8,1,12,5,10
